system:index,elevation,.geo
555_0,505,"{""type"":""MultiPoint"",""coordinates"":[]}"
556_0,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
557_0,508,"{""type"":""MultiPoint"",""coordinates"":[]}"
558_0,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
559_0,625,"{""type"":""MultiPoint"",""coordinates"":[]}"
560_0,572,"{""type"":""MultiPoint"",""coordinates"":[]}"
561_0,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
562_0,548,"{""type"":""MultiPoint"",""coordinates"":[]}"
563_0,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
564_0,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
565_0,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
566_0,693,"{""type"":""MultiPoint"",""coordinates"":[]}"
567_0,595,"{""type"":""MultiPoint"",""coordinates"":[]}"
568_0,294,"{""type"":""MultiPoint"",""coordinates"":[]}"
569_0,224,"{""type"":""MultiPoint"",""coordinates"":[]}"
570_0,1004,"{""type"":""MultiPoint"",""coordinates"":[]}"
571_0,1051,"{""type"":""MultiPoint"",""coordinates"":[]}"
572_0,535,"{""type"":""MultiPoint"",""coordinates"":[]}"
573_0,616,"{""type"":""MultiPoint"",""coordinates"":[]}"
574_0,892,"{""type"":""MultiPoint"",""coordinates"":[]}"
575_0,590,"{""type"":""MultiPoint"",""coordinates"":[]}"
576_0,895,"{""type"":""MultiPoint"",""coordinates"":[]}"
577_0,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
578_0,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
579_0,146,"{""type"":""MultiPoint"",""coordinates"":[]}"
580_0,666,"{""type"":""MultiPoint"",""coordinates"":[]}"
581_0,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
582_0,244,"{""type"":""MultiPoint"",""coordinates"":[]}"
583_0,420,"{""type"":""MultiPoint"",""coordinates"":[]}"
584_0,457,"{""type"":""MultiPoint"",""coordinates"":[]}"
585_0,166,"{""type"":""MultiPoint"",""coordinates"":[]}"
586_0,580,"{""type"":""MultiPoint"",""coordinates"":[]}"
587_0,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
588_0,185,"{""type"":""MultiPoint"",""coordinates"":[]}"
589_0,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
590_0,579,"{""type"":""MultiPoint"",""coordinates"":[]}"
591_0,576,"{""type"":""MultiPoint"",""coordinates"":[]}"
592_0,636,"{""type"":""MultiPoint"",""coordinates"":[]}"
593_0,271,"{""type"":""MultiPoint"",""coordinates"":[]}"
594_0,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
595_0,445,"{""type"":""MultiPoint"",""coordinates"":[]}"
596_0,261,"{""type"":""MultiPoint"",""coordinates"":[]}"
597_0,260,"{""type"":""MultiPoint"",""coordinates"":[]}"
598_0,202,"{""type"":""MultiPoint"",""coordinates"":[]}"
599_0,208,"{""type"":""MultiPoint"",""coordinates"":[]}"
600_0,117,"{""type"":""MultiPoint"",""coordinates"":[]}"
601_0,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
602_0,1029,"{""type"":""MultiPoint"",""coordinates"":[]}"
603_0,477,"{""type"":""MultiPoint"",""coordinates"":[]}"
604_0,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
605_0,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
606_0,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
607_0,320,"{""type"":""MultiPoint"",""coordinates"":[]}"
608_0,209,"{""type"":""MultiPoint"",""coordinates"":[]}"
609_0,543,"{""type"":""MultiPoint"",""coordinates"":[]}"
610_0,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
611_0,336,"{""type"":""MultiPoint"",""coordinates"":[]}"
612_0,470,"{""type"":""MultiPoint"",""coordinates"":[]}"
613_0,674,"{""type"":""MultiPoint"",""coordinates"":[]}"
614_0,267,"{""type"":""MultiPoint"",""coordinates"":[]}"
615_0,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
616_0,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
617_0,139,"{""type"":""MultiPoint"",""coordinates"":[]}"
618_0,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
619_0,461,"{""type"":""MultiPoint"",""coordinates"":[]}"
620_0,556,"{""type"":""MultiPoint"",""coordinates"":[]}"
621_0,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
622_0,356,"{""type"":""MultiPoint"",""coordinates"":[]}"
623_0,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
624_0,183,"{""type"":""MultiPoint"",""coordinates"":[]}"
625_0,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
626_0,447,"{""type"":""MultiPoint"",""coordinates"":[]}"
627_0,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
628_0,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
629_0,319,"{""type"":""MultiPoint"",""coordinates"":[]}"
630_0,545,"{""type"":""MultiPoint"",""coordinates"":[]}"
631_0,349,"{""type"":""MultiPoint"",""coordinates"":[]}"
632_0,316,"{""type"":""MultiPoint"",""coordinates"":[]}"
633_0,569,"{""type"":""MultiPoint"",""coordinates"":[]}"
634_0,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
635_0,550,"{""type"":""MultiPoint"",""coordinates"":[]}"
636_0,137,"{""type"":""MultiPoint"",""coordinates"":[]}"
637_0,242,"{""type"":""MultiPoint"",""coordinates"":[]}"
638_0,838,"{""type"":""MultiPoint"",""coordinates"":[]}"
639_0,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
640_0,502,"{""type"":""MultiPoint"",""coordinates"":[]}"
641_0,450,"{""type"":""MultiPoint"",""coordinates"":[]}"
642_0,467,"{""type"":""MultiPoint"",""coordinates"":[]}"
643_0,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
644_0,475,"{""type"":""MultiPoint"",""coordinates"":[]}"
645_0,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
646_0,183,"{""type"":""MultiPoint"",""coordinates"":[]}"
647_0,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
648_0,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
649_0,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
650_0,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
651_0,359,"{""type"":""MultiPoint"",""coordinates"":[]}"
652_0,762,"{""type"":""MultiPoint"",""coordinates"":[]}"
653_0,612,"{""type"":""MultiPoint"",""coordinates"":[]}"
654_0,222,"{""type"":""MultiPoint"",""coordinates"":[]}"
655_0,188,"{""type"":""MultiPoint"",""coordinates"":[]}"
656_0,723,"{""type"":""MultiPoint"",""coordinates"":[]}"
657_0,414,"{""type"":""MultiPoint"",""coordinates"":[]}"
658_0,508,"{""type"":""MultiPoint"",""coordinates"":[]}"
659_0,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
660_0,571,"{""type"":""MultiPoint"",""coordinates"":[]}"
661_0,155,"{""type"":""MultiPoint"",""coordinates"":[]}"
662_0,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
663_0,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
664_0,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
665_0,564,"{""type"":""MultiPoint"",""coordinates"":[]}"
666_0,560,"{""type"":""MultiPoint"",""coordinates"":[]}"
667_0,466,"{""type"":""MultiPoint"",""coordinates"":[]}"
668_0,645,"{""type"":""MultiPoint"",""coordinates"":[]}"
669_0,754,"{""type"":""MultiPoint"",""coordinates"":[]}"
670_0,641,"{""type"":""MultiPoint"",""coordinates"":[]}"
671_0,553,"{""type"":""MultiPoint"",""coordinates"":[]}"
672_0,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
673_0,169,"{""type"":""MultiPoint"",""coordinates"":[]}"
674_0,377,"{""type"":""MultiPoint"",""coordinates"":[]}"
675_0,693,"{""type"":""MultiPoint"",""coordinates"":[]}"
676_0,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
677_0,310,"{""type"":""MultiPoint"",""coordinates"":[]}"
678_0,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
679_0,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
680_0,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
681_0,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
682_0,877,"{""type"":""MultiPoint"",""coordinates"":[]}"
683_0,151,"{""type"":""MultiPoint"",""coordinates"":[]}"
684_0,704,"{""type"":""MultiPoint"",""coordinates"":[]}"
685_0,296,"{""type"":""MultiPoint"",""coordinates"":[]}"
686_0,404,"{""type"":""MultiPoint"",""coordinates"":[]}"
687_0,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
688_0,135,"{""type"":""MultiPoint"",""coordinates"":[]}"
689_0,745,"{""type"":""MultiPoint"",""coordinates"":[]}"
690_0,399,"{""type"":""MultiPoint"",""coordinates"":[]}"
691_0,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
692_0,332,"{""type"":""MultiPoint"",""coordinates"":[]}"
693_0,1181,"{""type"":""MultiPoint"",""coordinates"":[]}"
694_0,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
695_0,160,"{""type"":""MultiPoint"",""coordinates"":[]}"
696_0,307,"{""type"":""MultiPoint"",""coordinates"":[]}"
697_0,227,"{""type"":""MultiPoint"",""coordinates"":[]}"
698_0,869,"{""type"":""MultiPoint"",""coordinates"":[]}"
699_0,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
700_0,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
701_0,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
702_0,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
703_0,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
704_0,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
705_0,247,"{""type"":""MultiPoint"",""coordinates"":[]}"
706_0,561,"{""type"":""MultiPoint"",""coordinates"":[]}"
707_0,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
708_0,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
709_0,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
710_0,163,"{""type"":""MultiPoint"",""coordinates"":[]}"
711_0,417,"{""type"":""MultiPoint"",""coordinates"":[]}"
712_0,641,"{""type"":""MultiPoint"",""coordinates"":[]}"
713_0,378,"{""type"":""MultiPoint"",""coordinates"":[]}"
714_0,156,"{""type"":""MultiPoint"",""coordinates"":[]}"
715_0,739,"{""type"":""MultiPoint"",""coordinates"":[]}"
716_0,995,"{""type"":""MultiPoint"",""coordinates"":[]}"
717_0,533,"{""type"":""MultiPoint"",""coordinates"":[]}"
718_0,269,"{""type"":""MultiPoint"",""coordinates"":[]}"
719_0,1132,"{""type"":""MultiPoint"",""coordinates"":[]}"
720_0,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
721_0,145,"{""type"":""MultiPoint"",""coordinates"":[]}"
722_0,608,"{""type"":""MultiPoint"",""coordinates"":[]}"
723_0,300,"{""type"":""MultiPoint"",""coordinates"":[]}"
724_0,202,"{""type"":""MultiPoint"",""coordinates"":[]}"
725_0,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
726_0,330,"{""type"":""MultiPoint"",""coordinates"":[]}"
727_0,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
728_0,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
729_0,342,"{""type"":""MultiPoint"",""coordinates"":[]}"
730_0,195,"{""type"":""MultiPoint"",""coordinates"":[]}"
731_0,438,"{""type"":""MultiPoint"",""coordinates"":[]}"
732_0,394,"{""type"":""MultiPoint"",""coordinates"":[]}"
733_0,285,"{""type"":""MultiPoint"",""coordinates"":[]}"
734_0,558,"{""type"":""MultiPoint"",""coordinates"":[]}"
735_0,210,"{""type"":""MultiPoint"",""coordinates"":[]}"
736_0,840,"{""type"":""MultiPoint"",""coordinates"":[]}"
737_0,608,"{""type"":""MultiPoint"",""coordinates"":[]}"
738_0,277,"{""type"":""MultiPoint"",""coordinates"":[]}"
739_0,323,"{""type"":""MultiPoint"",""coordinates"":[]}"
740_0,577,"{""type"":""MultiPoint"",""coordinates"":[]}"
741_0,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
742_0,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
743_0,245,"{""type"":""MultiPoint"",""coordinates"":[]}"
744_0,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
745_0,411,"{""type"":""MultiPoint"",""coordinates"":[]}"
746_0,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
747_0,293,"{""type"":""MultiPoint"",""coordinates"":[]}"
748_0,716,"{""type"":""MultiPoint"",""coordinates"":[]}"
749_0,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
750_0,184,"{""type"":""MultiPoint"",""coordinates"":[]}"
751_0,693,"{""type"":""MultiPoint"",""coordinates"":[]}"
752_0,805,"{""type"":""MultiPoint"",""coordinates"":[]}"
753_0,321,"{""type"":""MultiPoint"",""coordinates"":[]}"
754_0,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
755_0,278,"{""type"":""MultiPoint"",""coordinates"":[]}"
756_0,497,"{""type"":""MultiPoint"",""coordinates"":[]}"
757_0,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
758_0,595,"{""type"":""MultiPoint"",""coordinates"":[]}"
759_0,285,"{""type"":""MultiPoint"",""coordinates"":[]}"
760_0,300,"{""type"":""MultiPoint"",""coordinates"":[]}"
761_0,830,"{""type"":""MultiPoint"",""coordinates"":[]}"
762_0,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
763_0,160,"{""type"":""MultiPoint"",""coordinates"":[]}"
764_0,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
765_0,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
766_0,394,"{""type"":""MultiPoint"",""coordinates"":[]}"
767_0,379,"{""type"":""MultiPoint"",""coordinates"":[]}"
768_0,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
769_0,497,"{""type"":""MultiPoint"",""coordinates"":[]}"
770_0,531,"{""type"":""MultiPoint"",""coordinates"":[]}"
771_0,156,"{""type"":""MultiPoint"",""coordinates"":[]}"
772_0,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
773_0,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
774_0,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
775_0,306,"{""type"":""MultiPoint"",""coordinates"":[]}"
776_0,290,"{""type"":""MultiPoint"",""coordinates"":[]}"
777_0,127,"{""type"":""MultiPoint"",""coordinates"":[]}"
778_0,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
779_0,146,"{""type"":""MultiPoint"",""coordinates"":[]}"
780_0,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
781_0,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
782_0,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
783_0,388,"{""type"":""MultiPoint"",""coordinates"":[]}"
784_0,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
785_0,193,"{""type"":""MultiPoint"",""coordinates"":[]}"
786_0,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
787_0,212,"{""type"":""MultiPoint"",""coordinates"":[]}"
788_0,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
789_0,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
790_0,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
791_0,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
792_0,397,"{""type"":""MultiPoint"",""coordinates"":[]}"
793_0,551,"{""type"":""MultiPoint"",""coordinates"":[]}"
794_0,917,"{""type"":""MultiPoint"",""coordinates"":[]}"
795_0,630,"{""type"":""MultiPoint"",""coordinates"":[]}"
796_0,152,"{""type"":""MultiPoint"",""coordinates"":[]}"
797_0,399,"{""type"":""MultiPoint"",""coordinates"":[]}"
798_0,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
799_0,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
800_0,621,"{""type"":""MultiPoint"",""coordinates"":[]}"
801_0,755,"{""type"":""MultiPoint"",""coordinates"":[]}"
802_0,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
803_0,1015,"{""type"":""MultiPoint"",""coordinates"":[]}"
804_0,272,"{""type"":""MultiPoint"",""coordinates"":[]}"
805_0,916,"{""type"":""MultiPoint"",""coordinates"":[]}"
806_0,240,"{""type"":""MultiPoint"",""coordinates"":[]}"
807_0,407,"{""type"":""MultiPoint"",""coordinates"":[]}"
808_0,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
809_0,315,"{""type"":""MultiPoint"",""coordinates"":[]}"
810_0,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
811_0,314,"{""type"":""MultiPoint"",""coordinates"":[]}"
812_0,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
813_0,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
814_0,252,"{""type"":""MultiPoint"",""coordinates"":[]}"
815_0,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
816_0,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
817_0,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
818_0,125,"{""type"":""MultiPoint"",""coordinates"":[]}"
819_0,240,"{""type"":""MultiPoint"",""coordinates"":[]}"
820_0,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
821_0,318,"{""type"":""MultiPoint"",""coordinates"":[]}"
822_0,170,"{""type"":""MultiPoint"",""coordinates"":[]}"
823_0,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
824_0,374,"{""type"":""MultiPoint"",""coordinates"":[]}"
825_0,629,"{""type"":""MultiPoint"",""coordinates"":[]}"
826_0,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
827_0,419,"{""type"":""MultiPoint"",""coordinates"":[]}"
828_0,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
829_0,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
830_0,764,"{""type"":""MultiPoint"",""coordinates"":[]}"
831_0,461,"{""type"":""MultiPoint"",""coordinates"":[]}"
832_0,346,"{""type"":""MultiPoint"",""coordinates"":[]}"
